Customer,Address,Depot_Assignment,Latitude,Longitude
ST224,2736 Jefferson Rd  Alexandria  LA 79456,Leesville,31.2871,-92.4218
ST225,7385 Hughes St  Hornbeck  LA 77229,Leesville,31.3146,-93.3954
ST226,4734 Henderson Ave  DeRidder  LA 77568,Leesville,30.8665,-93.2604
ST227,3402 Flores Ave  Florien  LA 75625,Leesville,31.6069,-93.2969
ST228,9116 Rivera Ave  Natchitoches  LA 73664,Leesville,31.7449,-93.0958
ST229,4284 Martin St  Leesville  LA 75083,Leesville,31.1597,-93.2308
ST230,9913 Ross St  DeRidder  LA 73992,Leesville,30.8425,-93.2997
ST231,6661 Morris St  Florien  LA 78443,Leesville,31.6428,-93.2942
ST232,4945 Morgan Ave  Converse  LA 70492,Leesville,31.7884,-93.665
ST233,5376 Mitchell Ave  Mansfield  LA 71207,Leesville,32.0584,-93.6915
ST234,3249 Franklin St  Leesville  LA 78957,Leesville,31.1595,-93.2312
ST235,8833 Washington St  DeRidder  LA 79134,Leesville,30.852,-93.2747
ST236,1375 Turner Ave  Natchitoches  LA 71818,Leesville,31.7406,-93.1102
ST237,2102 Davis Rd  Zwolle  LA 71474,Leesville,31.6493,-93.6508
ST238,7788 Ramirez Rd  Mansfield  LA 76425,Leesville,32.0289,-93.686
ST239,5816 Watson St  Rosepine  LA 76259,Leesville,30.9078,-93.2613
ST240,8938 Foster Ave  Rosepine  LA 70001,Leesville,30.9392,-93.2683
ST241,7729 Clark Dr  Hornbeck  LA 70535,Leesville,31.3264,-93.4036
ST242,8377 Scott St  Many  LA 78021,Leesville,31.5626,-93.4643
ST243,7080 Murphy Dr  Hornbeck  LA 78536,Leesville,31.3502,-93.386
ST244,1706 Hill Dr  Dodson  LA 72377,Leesville,32.0531,-92.8897
ST245,5061 Morris St  Natchitoches  LA 70582,Leesville,31.7821,-93.0823
ST246,3019 Harris Dr  Fisher  LA 78683,Leesville,31.6939,-93.2225
ST247,6016 Ramirez Rd  Florien  LA 75106,Leesville,31.6165,-93.2943
ST248,4814 Turner Ave  Mansfield  LA 70720,Leesville,32.0072,-93.7256
ST249,4449 Bell Rd  Fisher  LA 72391,Leesville,31.7056,-93.1873
ST250,4600 Edwards Dr  Mansfield  LA 77014,Leesville,32.016,-93.6908
ST251,3718 Barnes Dr  Zwolle  LA 77635,Leesville,31.6541,-93.6176
ST252,8125 King Rd  Robeline  LA 70900,Leesville,31.6472,-93.2386
ST253,3870 Stewart Ave  Alexandria  LA 78230,Leesville,31.3056,-92.4514
ST254,5467 Carter St  Alexandria  LA 70442,Leesville,31.3095,-92.4268
ST255,9159 Hughes St  Hornbeck  LA 70824,Leesville,31.3306,-93.3997
ST256,4598 Walker St  Fisher  LA 72029,Leesville,31.7028,-93.2357
ST257,2280 Franklin St  Zwolle  LA 78540,Leesville,31.6292,-93.6516
ST258,4673 Maple Ave  Many  LA 77072,Leesville,31.563,-93.4716
ST259,6488 Miller St  Pleasant Hill  LA 75968,Leesville,31.8202,-93.5295
ST260,5394 King Rd  Fisher  LA 70411,Leesville,31.7091,-93.2352
ST261,8254 Watson St  Converse  LA 77598,Leesville,31.7934,-93.6356
ST262,3816 Cox St  DeRidder  LA 78181,Leesville,30.83,-93.2984
ST263,6822 Powell Ave  Hornbeck  LA 78991,Leesville,31.3454,-93.4207
ST264,2978 Jackson St  DeRidder  LA 79311,Leesville,30.8174,-93.2973
ST265,6894 White Ave  Leesville  LA 71432,Leesville,31.153,-93.2575
ST266,9724 Morgan Ave  Many  LA 74475,Leesville,31.5675,-93.4933
ST267,6374 Franklin St  Merryville  LA 73193,Leesville,30.7702,-93.5351
ST268,387 Wood Rd  Zwolle  LA 76930,Leesville,31.6449,-93.6162
ST269,6233 Anderson Ave  DeRidder  LA 78731,Leesville,30.8556,-93.3055
ST270,3524 Butler Dr  Pleasant Hill  LA 71030,Leesville,31.8059,-93.5506
ST271,9428 Richardson Dr  Florien  LA 73410,Leesville,31.594,-93.3251
ST272,2830 Simmons St  Rosepine  LA 76327,Leesville,30.8922,-93.2573
ST273,4934 Oak Ave  Mansfield  LA 75192,Leesville,32.0434,-93.6976
ST274,9640 Torres Dr  Many  LA 78312,Leesville,31.569,-93.4823
ST275,8985 Parker Ave  Zwolle  LA 79576,Leesville,31.5974,-93.6634
ST276,7240 Robinson Ave  DeRidder  LA 76192,Leesville,30.8633,-93.3035
ST277,7507 Rogers Ave  Rosepine  LA 79905,Leesville,30.9041,-93.2806
ST278,4540 Anderson Ave  Pineville  LA 70733,Leesville,31.2987,-92.4155
ST279,2872 Scott St  Zwolle  LA 76248,Leesville,31.6287,-93.6669
ST280,1877 Price St  Alexandria  LA 70730,Leesville,31.2909,-92.4449
ST281,1775 Bailey St  Converse  LA 75690,Leesville,31.7479,-93.6706
ST282,6996 Turner Ave  Hornbeck  LA 78580,Leesville,31.2921,-93.4223
ST283,8680 Johnson St  Converse  LA 71879,Leesville,31.7721,-93.6696
ST284,5115 King Rd  Florien  LA 71310,Leesville,31.6452,-93.296
ST285,4789 Campbell St  Zwolle  LA 71614,Leesville,31.6135,-93.6546
ST286,7316 Nelson Dr  Alexandria  LA 70250,Leesville,31.292,-92.4294
ST287,6342 Flores Ave  Merryville  LA 73816,Leesville,30.7726,-93.5409
ST288,5050 King Rd  Pleasant Hill  LA 76547,Leesville,31.8039,-93.5332
ST289,3620 Garcia Rd  Natchitoches  LA 72629,Leesville,31.7771,-93.0913
ST290,3146 Perry St  Leesville  LA 71863,Leesville,31.1508,-93.2383
ST291,274 Patterson Dr  Zwolle  LA 77092,Leesville,31.6317,-93.6164
ST292,3363 Davis Rd  Zwolle  LA 76768,Leesville,31.6091,-93.6385
ST293,596 Maple Ave  Zwolle  LA 78264,Leesville,31.6224,-93.6628
ST294,4416 Ward Rd  Natchitoches  LA 78357,Leesville,31.7379,-93.0686
ST295,2526 Hall Ave  Dodson  LA 76791,Leesville,32.0773,-92.9378
ST296,1112 Parker Ave  Pineville  LA 76448,Leesville,31.3256,-92.4215
ST297,1812 Main St  Zwolle  LA 77986,Leesville,31.6148,-93.6513
ST298,4776 Green Ave  Pineville  LA 75813,Leesville,31.3301,-92.4105
ST299,816 Sanders Dr  Natchitoches  LA 79897,Leesville,31.7753,-93.0994
ST300,1698 Gonzalez Ave  Mansfield  LA 72133,Leesville,32.0585,-93.7297
ST301,688 Moore Dr  Alexandria  LA 72397,Leesville,31.2841,-92.4156
ST302,4010 Patterson Dr  Fisher  LA 78575,Leesville,31.7229,-93.202
ST303,258 James Dr  Converse  LA 78492,Leesville,31.7883,-93.6472
ST304,8721 Reed Dr  Converse  LA 76861,Leesville,31.8004,-93.6397
ST305,7596 Long Rd  Florien  LA 76638,Leesville,31.6505,-93.2865
ST306,8262 Phillips Dr  Natchitoches  LA 75992,Leesville,31.7576,-93.0908
ST307,6509 First St  Florien  LA 76338,Leesville,31.6411,-93.2886
ST308,941 Wood Rd  Pineville  LA 71084,Leesville,31.3182,-92.424
ST309,9781 Cedar Ln  Hornbeck  LA 72068,Leesville,31.3231,-93.402
ST310,8655 Evans Rd  Leesville  LA 78521,Leesville,31.1432,-93.2738
ST311,1761 Patterson Dr  Many  LA 77739,Leesville,31.5895,-93.5097
ST312,2189 Evans Rd  Natchitoches  LA 77874,Leesville,31.7372,-93.0663
ST313,3984 Phillips Dr  Pineville  LA 70608,Leesville,31.3093,-92.4402
ST314,1290 Butler Dr  Converse  LA 76087,Leesville,31.7496,-93.6445
ST315,4541 Harris Dr  Pleasant Hill  LA 77262,Leesville,31.8146,-93.5022
ST316,8741 Parker Ave  Florien  LA 77064,Leesville,31.6394,-93.2891
ST317,4986 Cedar Ln  Fisher  LA 78761,Leesville,31.7497,-93.2042
ST318,8336 Gonzalez Ave  Zwolle  LA 70554,Leesville,31.6487,-93.6299
ST319,2536 Maple Ave  Alexandria  LA 78957,Leesville,31.2979,-92.4302
ST320,1696 Butler Dr  DeRidder  LA 74505,Leesville,30.8569,-93.2866
ST321,197 Peterson St  Pineville  LA 76902,Leesville,31.2956,-92.4379
ST322,8052 Hughes St  Jonesboro  LA 72215,Leesville,32.2688,-92.7031
ST323,3465 Reed Dr  Rosepine  LA 76898,Leesville,30.9447,-93.2709
ST324,4532 Barnes Dr  Rosepine  LA 78942,Leesville,30.8968,-93.2982
ST325,9551 Davis Rd  Mansfield  LA 70353,Leesville,32.0076,-93.7209
ST326,2864 Davis Rd  Converse  LA 72369,Leesville,31.7774,-93.6692
ST327,5348 Anderson Ave  Many  LA 77701,Leesville,31.5666,-93.4717
ST328,3675 Cedar Ln  Zwolle  LA 77208,Leesville,31.6153,-93.6531
ST329,3471 Price St  Florien  LA 75687,Leesville,31.6006,-93.3264
ST330,7350 Cooper Rd  Pleasant Hill  LA 75995,Leesville,31.7918,-93.5024
ST331,8341 Washington St  Many  LA 71132,Leesville,31.5639,-93.4923
ST332,9551 Gray Ave  Converse  LA 74177,Leesville,31.7854,-93.6757
ST333,6416 Young St  Natchitoches  LA 79967,Leesville,31.7774,-93.0994
ST334,2192 Richardson Dr  Merryville  LA 74033,Leesville,30.7633,-93.5307
ST335,9350 Butler Dr  Natchitoches  LA 72223,Leesville,31.7868,-93.1008
ST336,6098 Wood Rd  Alexandria  LA 72838,Leesville,31.3406,-92.4564
ST337,9857 Powell Ave  Mansfield  LA 71549,Leesville,32.0149,-93.6869
ST338,5573 Scott St  Leesville  LA 73501,Leesville,31.172,-93.2362
ST339,6974 Oak Ave  Many  LA 70176,Leesville,31.5448,-93.5113
ST340,6433 Hernandez Ave  Mansfield  LA 74855,Leesville,32.0153,-93.7346
ST341,4758 Wright St  Hornbeck  LA 79394,Leesville,31.3276,-93.4283
ST342,7867 Hughes St  Many  LA 78160,Leesville,31.5736,-93.5123
ST343,2101 Roosevelt Ave  Hornbeck  LA 76222,Leesville,31.3371,-93.3869
ST344,3121 Robinson Ave  Many  LA 79411,Leesville,31.5978,-93.4612
ST345,6618 Lee Rd  Florien  LA 73144,Leesville,31.6453,-93.3322
ST346,8296 Simmons St  Zwolle  LA 74378,Leesville,31.6068,-93.6546
ST347,8549 Turner Ave  Fisher  LA 78948,Leesville,31.714,-93.1972
ST348,5952 Adams Rd  Alexandria  LA 75311,Leesville,31.3216,-92.4657
ST349,9168 Nelson Dr  Mansfield  LA 70503,Leesville,32.0114,-93.7305
ST350,7967 Cox St  Many  LA 77715,Leesville,31.5563,-93.4644
ST351,3231 Long Rd  Fisher  LA 71327,Leesville,31.6973,-93.1993
ST352,797 Walker St  Pineville  LA 76935,Leesville,31.3091,-92.4049
ST353,7402 Campbell St  Natchitoches  LA 78485,Leesville,31.7627,-93.0782
ST354,748 Edwards Dr  Hornbeck  LA 78089,Leesville,31.2984,-93.4231
ST355,3788 Monroe St  Rosepine  LA 70755,Leesville,30.9349,-93.2766
ST356,2951 Elm Dr  Fisher  LA 71253,Leesville,31.7513,-93.1794
ST357,676 Morris St  Zwolle  LA 73948,Leesville,31.6166,-93.6623
ST358,720 Richardson Dr  Hornbeck  LA 73380,Leesville,31.305,-93.4174
ST359,4789 Wilson Dr  DeRidder  LA 78871,Leesville,30.859,-93.2927
ST360,4272 Wilson Ave  Pineville  LA 75813,Leesville,31.3066,-92.4192
ST361,9120 Morris St  Pineville  LA 76445,Leesville,31.3385,-92.4517
ST362,4960 Jenkins Dr  Zwolle  LA 71968,Leesville,31.6469,-93.6226
ST363,2925 Lincoln Ave  Natchitoches  LA 74414,Leesville,31.786,-93.0578
ST364,1730 Walker St  Hornbeck  LA 73948,Leesville,31.3374,-93.3786
ST365,3399 Cox St  Fisher  LA 74602,Leesville,31.734,-93.1954
ST366,2797 Perry St  Pineville  LA 71395,Leesville,31.3002,-92.4202
ST367,3952 Johnson St  Merryville  LA 70601,Leesville,30.7306,-93.5263
ST368,6123 Cooper Rd  Hornbeck  LA 79952,Leesville,31.3162,-93.4145
ST369,6513 First St  Pineville  LA 77912,Leesville,31.3035,-92.4169
ST370,178 Flores Ave  Zwolle  LA 73795,Leesville,31.6185,-93.6709
ST371,2995 Howard Ave  Pleasant Hill  LA 78768,Leesville,31.7858,-93.4981
ST372,6267 Lee Rd  Natchitoches  LA 71386,Leesville,31.7352,-93.0759
ST373,9403 Sanchez Rd  Pineville  LA 79443,Leesville,31.3316,-92.4183
ST374,2230 Thompson Ave  Alexandria  LA 75700,Leesville,31.3353,-92.4399
ST375,9541 Green Ave  Converse  LA 77097,Leesville,31.7586,-93.6811
ST376,9159 Gonzalez Ave  Leesville  LA 78868,Leesville,31.1267,-93.2738
ST377,8273 Hill Dr  Fisher  LA 76111,Leesville,31.7422,-93.235
ST378,7787 Jackson St  Zwolle  LA 70443,Leesville,31.6018,-93.6745
ST379,2745 Campbell St  Leesville  LA 70793,Leesville,31.1595,-93.2742
ST380,8312 Mitchell Ave  Natchitoches  LA 70420,Leesville,31.7822,-93.0728
